S2_band0_mean,S2_band0_std,S2_band0_min,S2_band0_max,S2_band1_mean,S2_band1_std,S2_band1_min,S2_band1_max,S2_band2_mean,S2_band2_std,S2_band2_min,S2_band2_max,S2_band3_mean,S2_band3_std,S2_band3_min,S2_band3_max,S2_band4_mean,S2_band4_std,S2_band4_min,S2_band4_max,S2_band5_mean,S2_band5_std,S2_band5_min,S2_band5_max,S2_band6_mean,S2_band6_std,S2_band6_min,S2_band6_max,S2_band7_mean,S2_band7_std,S2_band7_min,S2_band7_max,S2_band8_mean,S2_band8_std,S2_band8_min,S2_band8_max,S2_band9_mean,S2_band9_std,S2_band9_min,S2_band9_max,S1A_band0_mean,S1A_band0_std,S1A_band0_min,S1A_band0_max,S1A_band1_mean,S1A_band1_std,S1A_band1_min,S1A_band1_max,S1A_band2_mean,S1A_band2_std,S1A_band2_min,S1A_band2_max,S1D_band0_mean,S1D_band0_std,S1D_band0_min,S1D_band0_max,S1D_band1_mean,S1D_band1_std,S1D_band1_min,S1D_band1_max,S1D_band2_mean,S1D_band2_std,S1D_band2_min,S1D_band2_max,label
1346.7273068267066,1769.384420734824,-459.0,6933.0,1527.4666166541635,1703.1485698071203,-321.0,7181.0,1592.7936984246062,1795.7621142827002,-365.0,7717.0,1847.4362340585146,1708.449924758924,-328.0,7499.0,2733.1627906976746,1651.868356293093,-238.0,8166.0,3033.865341335334,1691.54145962314,0.0,8381.0,3155.0622655663915,1716.8120915124518,-262.0,8796.0,3229.0603900975243,1740.1913928501904,-220.0,8701.0,2359.381845461365,1474.8915676294855,-95.0,6585.0,1755.2584396099026,1261.3416378136758,0.0,5144.0,-10.154064002403846,2.760664386591638,-20.359375,-1.9951171875,-16.915853753101736,2.8584808018316994,-27.359375,-9.0859375,6.76184321325411,3.182512631261887,-5.57421875,19.375,-9.955034922235024,2.696133844040019,-23.8125,-2.544921875,-17.03102318548387,2.9338986303890198,-27.453125,-9.5703125,7.075664495652722,3.0343671662130216,-4.75390625,17.921875,12
1615.226645644462,2189.446118394396,-611.0,9574.0,1790.0047299960584,2021.085199271209,-499.0,9161.0,1973.9964525029563,2014.739691773661,-364.0,8779.0,2138.6192353173037,1925.538371821359,-451.0,8701.0,2773.2889239258966,1766.359253577695,-288.0,8644.0,3006.1324398896336,1703.1208039368787,0.0,8565.0,3146.3102089081594,1797.8417175858813,-230.0,9296.0,3174.499802916831,1672.8038818281957,-221.0,8328.0,2500.8037051635793,1326.525359227519,0.0,6371.0,1936.2790697674418,1169.1804382932455,0.0,4874.0,-9.39629746577575,3.246327488488489,-21.875,-1.4140625,-16.964378259452413,3.3725000217819687,-28.09375,-8.3203125,7.567873138865405,3.15751510644208,-4.37109375,19.40625,-8.696982528280115,3.374732661497852,-22.359375,0.2034912109375,-17.112252194309928,3.4598221943566942,-29.84375,-8.5703125,8.415324686341366,3.3912876520040687,-3.458984375,21.25,12
1576.7733258615858,1902.359032606162,-480.0,10160.0,1745.7850938638273,1784.685390450631,-461.0,9822.0,1903.9952367609974,1825.795625854973,0.0,10194.0,2126.0983468758754,1732.2106277420469,-436.0,10016.0,2931.234239282712,1568.8324997301565,-257.0,10072.0,3233.237041188008,1541.3969459877464,0.0,9847.0,3330.8091902493697,1507.1945047549464,-203.0,10034.0,3394.99355561782,1566.6589411356351,-188.0,9811.0,2521.785934435416,1480.8546707983169,0.0,7256.0,1978.7447464275708,1284.1448451473748,0.0,6900.0,-9.349919064780758,3.542150957492071,-23.0625,0.0946044921875,-15.865466433039852,3.9769851192496914,-29.296875,-6.7265625,6.515378670254938,3.168821177329532,-5.3515625,19.265625,-8.995324055709444,3.6689217793455304,-23.828125,0.43017578125,-16.31575610477625,4.09429510900966,-33.84375,-5.90234375,7.320528355399836,3.3068942011695324,-4.640625,22.109375,12
1898.876923076923,1988.1936548488507,-409.0,9768.0,2087.574955277281,1830.13329358511,-377.0,9788.0,2232.3491949910554,1851.111631517222,-208.0,9857.0,2432.288372093023,1762.7079731973636,-322.0,9392.0,3143.8207513416814,1729.8706193357173,-200.0,9694.0,3363.203220035778,1751.6024316489472,0.0,9721.0,3522.7456171735244,1816.7284445378116,-91.0,10612.0,3526.427549194991,1750.9339504321472,-94.0,9726.0,2825.334168157424,1499.1033453471798,-168.0,9264.0,2196.288372093023,1267.620766239863,0.0,7630.0,-11.163443047337278,3.088618933560372,-23.0625,-2.103515625,-17.919650517751478,3.357757623043123,-31.234375,-9.0,6.755708455644416,3.187279272367294,-4.015625,20.859375,-11.28251974587912,2.9664996513378443,-22.75,-3.2265625,-18.192692307692308,3.300999029048284,-31.34375,-7.921875,6.910513158106542,3.2218878437122416,-5.58984375,19.390625,12
1525.5437902028698,1881.7539321455552,-466.0,9175.0,1676.3191489361702,1766.336033782912,-430.0,9071.0,1758.70559129144,1842.9521379553164,-320.0,9300.0,2029.8307768431469,1749.1429868889284,-373.0,9205.0,2999.3156853043047,1595.3914722798424,-168.0,9759.0,3332.194458189015,1615.2159782508343,0.0,9773.0,3470.6679861454727,1612.2709772910673,-110.0,9952.0,3528.8218703612074,1637.1781400274483,-85.0,9846.0,2453.4349332013853,1397.7360022766193,-148.0,8524.0,1845.794161306284,1244.4774497334824,0.0,7388.0,-10.709791517491817,2.975454635017401,-22.25,-0.5615234375,-17.541394742225858,2.842930939320714,-28.875,-8.9609375,6.831337826692922,3.258404694486565,-3.685546875,18.796875,-10.870078599924012,2.731854774451165,-25.046875,-4.1953125,-17.622067344224924,2.80554465119985,-28.1875,-8.8125,6.752001071918337,2.9506292541321733,-4.04296875,16.75,12
1808.9905056539365,2098.7095083409176,-599.0,10327.0,2019.132067420525,1921.9824544479966,-416.0,9584.0,2218.8365692340517,1904.4490555560828,-326.0,9388.0,2438.511201194794,1763.9770999430575,-374.0,9125.0,3129.354811179859,1598.0383527637853,-284.0,9002.0,3328.3250480051206,1571.6991749780568,0.0,8862.0,3476.059312993386,1674.7608569567967,-276.0,9920.0,3470.84521015575,1552.4444897616568,-228.0,8690.0,2815.7551738852144,1344.4624617220588,0.0,6251.0,2230.567740558993,1219.8022645461556,0.0,5551.0,-11.204740842228299,3.083747274314466,-26.078125,-0.37548828125,-17.873079128440367,3.4249306718217847,-31.234375,-7.9375,6.668413520549163,3.255381247275591,-5.5625,19.15625,-11.337329687515998,3.0825345480993804,-23.8125,0.27685546875,-18.035829732552425,3.4164150664173687,-31.328125,-7.73828125,6.698421233290926,3.4208869760332217,-6.4609375,19.6875,12
1899.515818143725,2197.2696542270164,-555.0,12809.0,2096.89042530903,2106.559419088311,-503.0,13068.0,2292.488162581186,2175.3554858346556,-156.0,13626.0,2506.822962497381,2085.7135923906712,-437.0,13117.0,3339.571129268804,1887.8321849401877,-248.0,13384.0,3625.186465535303,1874.9340352972536,0.0,13384.0,3744.0534255185416,1868.6959526515304,-224.0,13756.0,3774.121097842028,1896.2177095282732,-206.0,13566.0,2890.5179132620992,1908.7912812559648,-46.0,11786.0,2319.0997276346116,1678.4852591691706,0.0,10245.0,-9.818243378594941,3.3089284899995666,-23.953125,-1.216796875,-16.850441787941786,3.98396806480495,-31.234375,-8.15625,7.0318912032901295,3.156470696599513,-7.91015625,18.09375,-8.18673305548296,3.358185500820579,-23.375,8.09375,-16.817430823680823,4.0926876129613055,-33.125,-7.921875,8.630788293001428,3.961816669490464,-5.05859375,29.515625,12
1630.4678256942877,2014.0943947347766,-602.0,9594.0,1789.228945585911,1910.5599553358059,-541.0,9318.0,1914.543011966584,1967.5451380302684,-322.0,9690.0,2161.833596748702,1861.854201485997,-478.0,9726.0,3113.993000677354,1602.8290974251513,-309.0,9854.0,3467.279069767442,1554.3367659255273,0.0,9863.0,3579.5791375028225,1535.9914583442967,-226.0,9635.0,3646.6791600812826,1554.6637660271479,-206.0,9983.0,2427.323775118537,1301.9001631095052,0.0,6409.0,1827.7295100474148,1116.981492680396,0.0,5449.0,-9.078856583154407,3.3885205218233683,-24.6875,-0.88720703125,-15.697231492718446,3.7889101612895155,-29.75,-3.88671875,6.618291775943451,3.187226753712048,-5.76171875,18.1875,-8.815601195442527,3.0761964767481813,-20.9375,-0.499755859375,-15.608903107662968,3.6851133700975014,-28.1875,-5.09765625,6.793328785466421,3.1589495934876184,-4.34765625,19.296875,12
1574.979744936234,1888.2088819924938,-707.0,6865.0,1769.3293323330834,1798.1122034487662,-594.0,6760.0,1893.6639159789947,1849.0956065645505,-215.0,6858.0,2131.047261815454,1715.7573408935446,-503.0,6709.0,2949.3195798949737,1533.7569732547186,-303.0,7055.0,3233.2108027006752,1529.7259931853441,0.0,7130.0,3407.4741185296325,1583.394075543872,-203.0,7311.0,3378.36384096024,1519.5983183608562,-211.0,7322.0,2417.1230307576893,1362.7641143554745,0.0,5703.0,1835.2348087021755,1166.4847730725462,0.0,4546.0,-11.121613290942928,3.1338984688498344,-23.28125,-3.58984375,-17.76095688585608,2.9254009769620093,-31.796875,-10.7109375,6.639068982145626,3.0731485195172996,-4.1484375,18.859375,-10.728399967597927,2.9452319391590627,-22.546875,-1.865234375,-17.699585973502305,3.14797181062114,-29.84375,-9.890625,6.971230727516561,3.0930976597521487,-3.26171875,18.359375,12
1592.2325581395348,1852.3358206406149,-571.0,8014.0,1774.1013289036546,1663.4392355589382,-403.0,6740.0,1882.1661129568106,1688.4677510964975,-346.0,6913.0,2160.8654485049833,1556.3522735884278,-372.0,6574.0,2945.3295681063123,1441.816880179165,-294.0,6739.0,3176.5637873754154,1443.872229584871,0.0,6861.0,3331.6179401993354,1484.3072510407346,-247.0,7147.0,3345.817275747508,1461.575203078187,-226.0,7005.0,2614.495681063123,1346.717558192069,0.0,5828.0,2029.5445182724252,1180.234400748069,0.0,4743.0,-10.018434065934066,3.304430057201698,-20.515625,-1.0029296875,-16.335690247252746,3.793891298013088,-28.46875,-6.82421875,6.317273069947631,3.2521231464302605,-4.921875,17.96875,-9.725477168608684,3.737289998568736,-22.15625,2.00390625,-17.06944674744898,3.786412093967661,-30.8125,-6.53515625,7.343864777234136,3.74101851102784,-6.34765625,24.203125,12
1657.7867271695973,1789.070600671118,-500.0,6902.0,1857.725467952354,1713.1560684195163,-461.0,6673.0,2034.4322178105501,1792.9802210209189,0.0,7252.0,2242.4134997163924,1722.0350624811529,-412.0,7219.0,3010.631310266591,1571.390068268977,-278.0,7784.0,3269.231423709586,1571.5605886578264,0.0,8075.0,3383.369824163358,1546.7343185281286,-237.0,8025.0,3438.181508791832,1602.5201947021926,-202.0,8338.0,2653.336358479864,1477.7000601242144,0.0,6310.0,2085.487237663074,1261.462381533553,0.0,5109.0,-10.172840935741089,3.066460794493341,-24.953125,-2.76953125,-17.0906220684803,3.3910415129693803,-30.71875,-9.0859375,6.91767129236046,3.2137110900223704,-8.3828125,18.0625,-9.800535578179442,2.941220430057034,-21.96875,-2.21875,-16.93455193815331,3.558898987951465,-29.84375,-9.1015625,7.13426517925196,3.2765513777203186,-4.0625,19.65625,12
1648.2830948121646,1974.944973735946,-631.0,9114.0,1791.6426654740608,1835.3418612170458,-545.0,8696.0,1980.503801431127,1822.1131982237505,-563.0,8839.0,2170.7182468694095,1724.7705253624326,-448.0,8455.0,2711.5491949910556,1609.7218144855522,-421.0,8503.0,3000.0181127012524,1586.7118997622858,0.0,8404.0,3094.0051431127013,1597.1802025700163,-379.0,8708.0,3175.967128801431,1586.8382141625655,-357.0,8423.0,2592.1261180679785,1333.7757346687604,0.0,6099.0,1969.5805008944544,1119.1811386316342,0.0,4858.0,-12.192068174463758,3.6373367113260846,-25.78125,-3.275390625,-18.871668130547338,2.8164277247882277,-33.03125,-11.1796875,6.679071252585868,3.3295950656653965,-6.58984375,20.125,-11.163622510302197,3.926077891912264,-25.046875,-0.951171875,-18.953350360576923,3.090979824533676,-31.34375,-9.7109375,7.790161669385302,3.715239615256428,-5.39453125,22.640625,2
1273.2903458213257,1897.0618776066906,-729.0,8979.0,1429.1986964680652,1776.0190406194681,-722.0,8534.0,1368.057904966155,1863.9626154941147,-948.0,8685.0,1768.4311373232358,1690.2485797487436,-397.0,8934.0,2980.293998391529,1523.693816858836,-343.0,9248.0,3376.9833288653576,1573.7795304069534,-873.0,9555.0,3534.9913879766773,1595.9842934108863,-290.0,9114.0,3662.978771530058,1599.9668393668808,-273.0,9755.0,2244.519100596475,1187.4061566821335,0.0,7433.0,1427.1093425373635,986.9064871385327,0.0,5760.0,-12.243286506248614,2.5810968772261567,-26.078125,-2.046875,-17.967654414209708,2.4828290253909944,-30.71875,-7.09375,5.7244022258605485,3.063445756014074,-8.96875,22.890625,-12.175111641065238,2.6526979158325124,-27.109375,1.5,-18.31658757140284,2.6014113971790556,-33.125,-8.484375,6.141378727328291,3.081990347017634,-9.65625,21.6875,1
1111.762771438201,1838.067594899926,-1248.0,6707.0,1321.2417063893301,1733.6779444332772,-358.0,6673.0,1240.530165149983,1856.5288805965222,-1096.0,6986.0,1668.7223746930522,1712.8872817169583,-924.0,7043.0,2943.1167124079157,1639.3852931200863,-513.0,7502.0,3346.879580143483,1700.9615320341497,-347.0,7606.0,3548.7741345274208,1738.2783761550081,-272.0,7787.0,3655.0536376330106,1746.3081739613442,-257.0,7839.0,2365.545283836487,1369.6994373181847,-131.0,6231.0,1513.774664162935,1134.8348528587558,-52.0,5170.0,-12.797537364130434,2.5251572197685386,-25.21875,-2.939453125,-18.5460896440516,2.3982205820441864,-31.796875,-9.21875,5.74839369738476,3.0820659179895604,-9.5390625,21.21875,-12.82107959692029,2.5176523675457028,-24.53125,-2.9921875,-18.90723620970127,2.4312640998857704,-32.5,-10.2578125,6.0858677717116905,3.062015991272281,-9.015625,19.390625,1
1576.6402802623734,2137.0188866150884,-669.0,12467.0,1714.9647435897436,2001.1642298907689,-765.0,12200.0,1693.0986881335718,2080.6727413864073,-951.0,12182.0,2057.3378056052475,1904.8851168229164,-464.0,12183.0,3151.4246794871797,1670.3978572877575,-372.0,12088.0,3516.7028175313058,1662.2718908641984,-582.0,11907.0,3667.1108005366727,1668.9314866123732,-286.0,11816.0,3801.1573121645797,1667.3459132008247,-275.0,11810.0,2511.553443649374,1292.5131332940853,0.0,7311.0,1662.357930828861,1062.7239648976079,0.0,6111.0,-12.550308040942431,2.6874344371611874,-24.203125,-0.8193359375,-18.342539023976826,2.5376919699486233,-33.75,-9.703125,5.792146836230035,3.1258286905056165,-8.390625,20.984375,-12.466955812335451,2.81405244809922,-26.171875,-1.8642578125,-18.725690569196427,2.709398651523348,-30.3125,-7.21875,6.258567649366218,3.087498389627027,-6.99609375,19.03125,1
2146.8720930232557,2850.8406574274713,-946.0,13204.0,2322.6173361522197,2681.9154181718704,-738.0,12751.0,2485.474630021142,2694.6381479336483,-196.0,12321.0,2692.1342494714586,2574.140833277346,-592.0,12116.0,3631.0771670190275,2219.1182798882187,-183.0,12035.0,3921.801268498943,2155.4575039686774,3.0,12096.0,4001.4228329809725,2133.9628256595374,-24.0,12005.0,4051.881606765328,2123.5142366501263,-2.0,12008.0,2844.0327695560254,1706.3041492880247,0.0,8807.0,2116.919661733615,1352.204582319701,0.0,5697.0,-10.381091564685315,3.092168125747673,-21.34375,-2.708984375,-17.356424825174827,3.6595615289529557,-28.875,-9.125,6.9752294153600305,3.167838620380415,-3.626953125,21.609375,-9.046512276785714,2.963209794107433,-20.453125,-1.849609375,-16.777807934253246,3.787390933638574,-31.890625,-7.56640625,7.7313766677658275,3.2755899937347737,-1.810546875,18.15625,12
1688.528882220555,2086.9931397694836,-456.0,8586.0,1910.497374343586,1977.7298784335085,-432.0,8158.0,2084.5521380345085,2065.318827913753,-262.0,8606.0,2321.4782445611404,1966.5169443555346,-401.0,8630.0,3156.287696924231,1767.572620040815,-173.0,8776.0,3437.884846211553,1745.02091222826,0.0,8941.0,3464.2258064516127,1684.4654831771404,-118.0,9076.0,3635.022130532633,1764.3343918024402,-92.0,9020.0,2637.6264066016506,1404.3263307805978,0.0,7318.0,2016.645536384096,1209.950739889933,0.0,5711.0,-10.740145442385236,2.963094886976113,-23.0625,-1.2421875,-17.77195835918114,3.0735843483953116,-31.234375,-9.3046875,7.03194567961965,3.0752429344398884,-5.359375,21.015625,-10.786299998199885,2.9371901526600857,-22.75,-1.095703125,-17.587948228686635,3.2401762635570326,-30.3125,-8.609375,6.801553780691965,3.1837183705894296,-4.91796875,19.90625,12
1797.129056989522,2117.404135828894,-489.0,9877.0,2014.8113979044213,2039.6134990752366,-463.0,9875.0,2194.066828520317,2132.774678390124,-300.0,10238.0,2430.1376181957576,2029.040396553013,-431.0,10200.0,3232.5835675951953,1802.9060210127388,-271.0,10369.0,3503.2537694863277,1760.6239074029727,0.0,10491.0,3566.9115767952976,1688.7112389958368,-233.0,9964.0,3657.21198568873,1730.5185972121715,-199.0,10507.0,2713.8381037567083,1387.5651753169273,0.0,6687.0,2097.503194479939,1240.6798365156649,0.0,5340.0,-10.055795027538567,3.342102558454337,-23.71875,1.8623046875,-17.24561562235841,3.2996323055030143,-30.21875,-7.8671875,7.189906681218797,3.302720821233378,-6.5703125,20.03125,-10.320999523983271,3.002775343239185,-24.53125,-0.468017578125,-17.294753851059653,3.320769611865576,-31.328125,-8.1796875,6.973691107302296,3.19888586163406,-5.6796875,21.546875,12
